Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
APPROVED,Not Applicable,2024-04-03T17:12:27.461000Z,2024-04-03T17:13:31.900000Z,2024-04-03T23:49:09.199000Z,2024-04-30T12:00:27.536348Z,65,C1KIDJP4,1075,English,24,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-03T17:13:09.037000Z,2024-04-03T17:15:07.763000Z,2024-04-03T23:48:21.863000Z,2024-04-30T12:00:28.407457Z,119,C1KIDJP4,229,English,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-04-03T17:13:21.756000Z,2024-04-03T17:14:37.948000Z,2024-04-03T23:48:22.234000Z,2024-04-30T12:00:28.460155Z,77,C1KIDJP4,787,English,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-04-03T17:13:23.107000Z,2024-04-03T17:29:41.882000Z,2024-04-03T23:49:09.521000Z,2024-04-30T12:00:25.817914Z,979,C1KIDJP4,147,English,24,Male,White,Italy,Italy,Italy,Italian,Yes,Part-Time
APPROVED,Not Applicable,2024-04-03T17:13:30.063000Z,2024-04-03T17:18:56.998000Z,2024-04-03T23:49:09.848000Z,2024-04-30T12:00:26.325326Z,327,C1KIDJP4,134,English,64,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2024-04-03T17:13:39.334000Z,2024-04-03T17:22:54.313000Z,2024-04-03T23:49:10.221000Z,2024-04-30T12:00:26.038224Z,555,C1KIDJP4,743,English,47,Male,Asian,South Africa,South Africa,South Africa,English,No,Part-Time
APPROVED,Not Applicable,2024-04-03T17:15:36.639000Z,2024-04-03T17:17:26.571000Z,2024-04-03T23:48:22.617000Z,2024-04-30T12:00:30.105889Z,110,C1KIDJP4,198,English,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-04-03T17:15:32.343000Z,2024-04-03T17:18:06.673000Z,2024-04-03T23:48:22.989000Z,2024-04-30T12:00:28.724638Z,155,C1KIDJP4,957,English,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-04-03T17:16:01.156000Z,2024-04-03T17:27:43.033000Z,2024-04-03T23:49:10.603000Z,2024-04-30T12:00:25.799427Z,702,C1KIDJP4,1178,"English, Polish",31,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,Full-Time
APPROVED,Not Applicable,2024-04-03T17:15:44.320000Z,2024-04-03T17:19:46.161000Z,2024-04-03T23:48:23.358000Z,2024-04-30T12:00:28.827508Z,242,C1KIDJP4,145,"Afrikaans, English",21,Female,Mixed,South Africa,South Africa,South Africa,Afrikaans,No,Part-Time
APPROVED,Not Applicable,2024-04-03T17:16:15.567000Z,2024-04-03T17:19:19.303000Z,2024-04-03T23:49:11.026000Z,2024-04-30T12:00:28.155440Z,184,C1KIDJP4,303,English,63,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2024-04-03T17:16:26.735000Z,2024-04-03T17:18:54.163000Z,2024-04-03T23:48:23.725000Z,2024-04-30T12:00:28.817473Z,148,C1KIDJP4,851,English,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
APPROVED,Not Applicable,2024-04-03T17:16:41.432000Z,2024-04-03T17:20:35.361000Z,2024-04-03T23:48:24.094000Z,2024-04-30T12:00:28.792381Z,234,C1KIDJP4,485,English,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-04-03T17:16:34.988000Z,2024-04-03T17:20:22.743000Z,2024-04-03T23:48:24.474000Z,2024-04-30T12:00:29.236910Z,228,C1KIDJP4,1339,English,69,Female,White,United Kingdom,Canada,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2024-04-03T17:16:43.118000Z,2024-04-03T17:30:27.160000Z,2024-04-03T23:48:24.832000Z,2024-04-30T12:00:29.151269Z,825,C1KIDJP4,631,English,40,Female,Black,Zimbabwe,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-04-03T17:16:48.088000Z,2024-04-03T17:19:42.363000Z,2024-04-03T23:49:11.412000Z,2024-04-30T12:00:27.973993Z,175,C1KIDJP4,857,English,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-04-03T17:17:16.743000Z,2024-04-03T17:21:13.802000Z,2024-04-03T23:48:25.205000Z,2024-04-30T12:00:29.312866Z,238,C1KIDJP4,507,"English, German",46,Female,White,Austria,Austria,Austria,German,No,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-03T17:17:24.504000Z,2024-04-03T17:21:03.800000Z,2024-04-03T23:49:11.721000Z,2024-04-30T12:00:25.780941Z,220,C1KIDJP4,235,"Portuguese, English",25,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
