Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
APPROVED,Not Applicable,2024-10-11T14:44:51.827000Z,2024-10-11T14:47:18.983000Z,2024-10-26T15:28:05.612000Z,2024-10-11T14:47:19.785259Z,148,C12H3JNE,1079,English,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-10-11T14:44:26.696000Z,2024-10-11T14:46:32.089000Z,2024-10-26T15:26:38.031000Z,2024-10-11T14:46:51.072120Z,126,C12H3JNE,78,English,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
APPROVED,Not Applicable,2024-10-11T14:46:06.374000Z,2024-10-11T14:49:16.459000Z,2024-10-26T15:28:05.955000Z,2024-10-11T14:49:17.036795Z,191,C12H3JNE,1336,English,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-10-11T14:44:25.276000Z,2024-10-11T14:46:54.278000Z,2024-10-26T15:28:06.259000Z,2024-10-11T14:46:57.758391Z,150,C12H3JNE,93,English,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
APPROVED,Not Applicable,2024-10-11T14:44:31.759000Z,2024-10-11T14:48:59.074000Z,2024-10-26T15:26:38.288000Z,2024-10-11T14:48:59.708722Z,268,C12H3JNE,137,English,70,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2024-10-11T14:44:44.708000Z,2024-10-11T14:52:05.353000Z,2024-10-26T15:28:06.594000Z,2024-10-11T14:52:06.401412Z,441,C12H3JNE,40,English,25,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
APPROVED,Not Applicable,2024-10-11T14:44:50.890000Z,2024-10-11T14:46:03.033000Z,2024-10-26T15:28:06.893000Z,2024-10-11T14:46:42.963645Z,73,C12H3JNE,265,"French, English",21,Female,White,France,France,France,French,Yes,DATA_EXPIRED
APPROVED,Not Applicable,2024-10-11T14:51:45.390000Z,2024-10-11T14:54:33.249000Z,2024-10-26T15:26:38.550000Z,2024-10-11T14:56:42.531157Z,168,C12H3JNE,35,English,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-10-11T14:44:33.619000Z,2024-10-11T14:48:32.401000Z,2024-10-26T15:28:07.207000Z,2024-10-11T14:48:33.195504Z,239,C12H3JNE,30,"Swedish, English",28,Female,Asian,Philippines,Sweden,Sweden,English,Yes,Part-Time
APPROVED,Not Applicable,2024-10-11T14:44:30.238000Z,2024-10-11T14:55:42.622000Z,2024-10-26T15:26:38.828000Z,2024-10-11T14:57:11.521514Z,673,C12H3JNE,1416,English,36,Male,Mixed,Australia,Australia,Australia,English,No,Full-Time
